Search Type,Search Criteria,Search Date,Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Topic,social earth system model,19-Apr-18,Modeling the dynamics of the integrated earth system and the value of global ecosystem services using the GUMBO model,"Boumans, R; Costanza, R; Farley, J; Wilson, MA; Portela, R; Rotmans, J; Villa, F; Grasso, M",,,,ECOLOGICAL ECONOMICS,JUN 2002,2002,41,3,,,,529,560,PII S0921-8009(02)00098-8,10.1016/S0921-8009(02)00098-8,,,121,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,6,2,5,10,10,9,19,11,8,7,19,1
Topic,social earth system model,19-Apr-18,Probabilistic cost estimates for climate change mitigation,"Rogelj, Joeri; McCollum, David L.; Reisinger, Andy; Meinshausen, Malte; Riahi, Keywan",,,,NATURE,JAN 3 2013,2013,493,7430,,,,79,83,,10.1038/nature11787,,,120,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,25,27,21,6
Topic,social earth system model,19-Apr-18,Transdisciplinary global change research: the co-creation of knowledge for sustainability,"Mauser, Wolfram; Klepper, Gernot; Rice, Martin; Schmalzbauer, Bettina Susanne; Hackmann, Heide; Leemans, Rik; Moore, Howard",,,,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,SEP 2013,2013,5,3-4,,,,420,431,,10.1016/j.cosust.2013.07.001,,,116,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,31,38,36,7
Topic,social earth system model,19-Apr-18,What might we learn from climate forecasts?,"Smith, LA",,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,FEB 19 2002,2002,99,,,1,,2487,2492,,10.1073/pnas.012580599,"Colloquium of the National-Academy-of-Science on Self-Organized Complexity in the Physical, Biological, and Social Sciences","MAR 23-24, 2001",98,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,7,8,8,4,12,6,8,8,10,6,8,3,3
Topic,social earth system model,19-Apr-18,Improving the contribution of climate model information to decision making: the value and demands of robust decision frameworks,"Weaver, Christopher P.; Lempert, Robert J.; Brown, Casey; Hall, John A.; Revell, David; Sarewitz, Daniel",,,,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,JAN-FEB 2013,2013,4,1,,,,39,60,,10.1002/wcc.202,,,91,15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,18,16,28,4
Topic,social earth system model,19-Apr-18,The Kuramoto model in complex networks,"Rodrigues, Francisco A.; Peron, Thomas K. D. M.; Ji, Peng; Kurths, Juergen",,,,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,JAN 26 2016,2016,610,,,,,1,98,,10.1016/j.physrep.2015.10.008,,,85,28.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,7
Topic,social earth system model,19-Apr-18,The ethics of Google Earth: Crossing thresholds from spatial data to landscape visualisation,"Sheppard, Stephen R. J.; Cizek, Petr",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,MAY 2009,2009,90,6,,,SI,2102,2117,,10.1016/j.jenvman.2007.09.012,,,84,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,13,7,5,13,12,11,9,3
Topic,social earth system model,19-Apr-18,Review of Russian literature on biological action of DC and low-frequency AC magnetic fields,"Zhadin, MN",,,,BIOELECTROMAGNETICS,JAN 2001,2001,22,1,,,,27,45,,10.1002/1521-186X(200101)22:1<27::AID-BEM4>3.0.CO;2-2,,,78,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,7,3,7,6,4,7,3,6,6,2,4,7,5,0
Topic,social earth system model,19-Apr-18,Recent advances in percolation theory and its applications,"Saberi, Abbas Ali",,,,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,MAY 24 2015,2015,578,,,,,1,32,,10.1016/j.physrep.2015.03.003,,,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,27,8
Topic,social earth system model,19-Apr-18,Circadian timing of metabolism in animal models and humans,"Dibner, C.; Schibler, U.",,,,JOURNAL OF INTERNAL MEDICINE,MAY 2015,2015,277,5,,,,513,527,,10.1111/joim.12347,,,71,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,21,9
Topic,social earth system model,19-Apr-18,Swarm intelligence systems for transportation engineering: Principles and applications,"Teodorovic, Dusan",,,,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,DEC 2008,2008,16,6,,,,651,667,,10.1016/j.trc.2008.03.002,,,70,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,7,7,9,9,6,9,2
Topic,social earth system model,19-Apr-18,Biotic and Human Vulnerability to Projected Changes in Ocean Biogeochemistry over the 21st Century,"Mora, Camilo; Wei, Chih-Lin; Rollo, Audrey; Amaro, Teresa; Baco, Amy R.; Billett, David; Bopp, Laurent; Chen, Qi; Collier, Mark; Danovaro, Roberto; Gooday, Andrew J.; Grupe, Benjamin M.; Halloran, Paul R.; Ingels, Jeroen; Jones, Daniel O. B.; Levin, Lisa A.; Nakano, Hideyuki; Norling, Karl; Ramirez-Llodra, Eva; Rex, Michael; Ruhl, Henry A.; Smith, Craig R.; Sweetman, Andrew K.; Thurber, Andrew R.; Tjiputra, Jerry F.; Usseglio, Paolo; Watling, Les; Wu, Tongwen; Yasuhara, Moriaki",,,,PLOS BIOLOGY,OCT 2013,2013,11,10,,,,,,e1001682,10.1371/journal.pbio.1001682,,,61,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,15,15,4
Topic,social earth system model,19-Apr-18,Environmental model access and interoperability: The GEO Model Web initiative,"Nativi, Stefano; Mazzetti, Paolo; Geller, Gary N.",,,,ENVIRONMENTAL MODELLING & SOFTWARE,JAN 2013,2013,39,,,,SI,214,228,,10.1016/j.envsoft.2012.03.007,,,58,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,14,12,2
Topic,social earth system model,19-Apr-18,Land use and climatic impacts on the Rhine system (RheinLUCIFS): Quantifying sediment fluxes and human impact with available data,"Houben, Peter; Hoffmann, Thomas; Zimmermann, Andreas; Dikau, Richard",,,,CATENA,MAY 15 2006,2006,66,1-2,,,,42,52,,10.1016/j.catena.2005.07.009,Symposium on Past Hydrological Events Related to Understanding Global Change,"AUG 19, 2004",57,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,9,5,8,4,6,1,4,5,4,0
Topic,social earth system model,19-Apr-18,A Global System for Monitoring Ecosystem Service Change,"Tallis, Heather; Mooney, Harold; Andelman, Sandy; Balvanera, Patricia; Cramer, Wolfgang; Karp, Daniel; Polasky, Stephen; Reyers, Belinda; Ricketts, Taylor; Running, Steve; Thonicke, Kirsten; Tietjen, Britta; Walz, Ariane",,,,BIOSCIENCE,NOV 2012,2012,62,11,,,,977,986,,10.1525/bio.2012.62.11.7,,,52,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,13,12,1
Topic,social earth system model,19-Apr-18,Transport modeling by multi-agent systems: A swarm intelligence approach,"Teodorovic, DA",,,,TRANSPORTATION PLANNING AND TECHNOLOGY,AUG 2003,2003,26,4,,,,289,312,,10.1080/0308106032000154593,,,52,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,5,5,5,5,2,4,9,4,1
Topic,social earth system model,19-Apr-18,The trajectory of geomorphology,"Church, Michael",,,,PROGRESS IN PHYSICAL GEOGRAPHY,JUN 2010,2010,34,3,,,,265,286,,10.1177/0309133310363992,,,51,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,6,7,4,13,1
Topic,social earth system model,19-Apr-18,Superconductivity and the environment: a Roadmap,"Nishijima, Shigehiro; Eckroad, Steven; Marian, Adela; Choi, Kyeongdal; Kim, Woo Seok; Terai, Motoaki; Deng, Zigang; Zheng, Jun; Wang, Jiasu; Umemoto, Katsuya; Du, Jia; Febvre, Pascal; Keenan, Shane; Mukhanov, Oleg; Cooley, Lance D.; Foley, Cathy P.; Hassenzahl, William V.; Izumi, Mitsuru",,,,SUPERCONDUCTOR SCIENCE & TECHNOLOGY,NOV 2013,2013,26,11,,,,,,113001,10.1088/0953-2048/26/11/113001,Workshop on Electromagnetic and Mechanical Effects in Superconductors (MEM13),"MAR 12-14, 2013",50,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,13,6,2
Topic,social earth system model,19-Apr-18,Advancing urban sustainability theory and action: Challenges and opportunities,"Childers, Daniel L.; Pickett, Steward T. A.; Grove, J. Morgan; Ogden, Laura; Whitmer, Alison",,,,LANDSCAPE AND URBAN PLANNING,MAY 2014,2014,125,,,,SI,320,328,,10.1016/j.landurbplan.2014.01.022,,,49,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,15,17,5
Topic,social earth system model,19-Apr-18,Assessing Vulnerability to Climate Change in Dryland Livelihood Systems: Conceptual Challenges and Interdisciplinary Solutions,"Fraser, Evan D. G.; Dougill, Andrew J.; Hubacek, Klaus; Quinn, Claire H.; Sendzimir, Jan; Termansen, Mette",,,,ECOLOGY AND SOCIETY,2011,2011,16,3,,,,,,3,10.5751/ES-03402-160303,,,47,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,9,7,16,4,1
Topic,social earth system model,19-Apr-18,A Detailed Assessment of Global Cu Resource Trends and Endowments,"Mudd, Gavin M.; Weng, Zhehan; Jowitt, Simon M.",,,,ECONOMIC GEOLOGY,AUG 2013,2013,108,5,,,,1163,1183,,10.2113/econgeo.108.5.1163,,,46,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,9,16,4
Topic,social earth system model,19-Apr-18,Abrupt climate change: can society cope?,"Hulme, M",,,,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,SEP 15 2003,2003,361,1810,,,,2001,2019,,10.1098/rsta.2003.1239,,,46,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,4,4,5,8,4,5,1,3,2,0,1,1
Topic,social earth system model,19-Apr-18,A cognition-based view of decision processes in complex social-ecological systems,"Beratan, Kathi K.",,,,ECOLOGY AND SOCIETY,JUN 2007,2007,12,1,,,,,,27,,,,42,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,6,2,4,4,6,6,3,1
Topic,social earth system model,19-Apr-18,Hydrology: The interdisciplinary science of water,"Vogel, Richard M.; Lall, Upmanu; Cai, Ximing; Rajagopalan, Balaji; Weiskel, Peter K.; Hooper, Richard P.; Matalas, Nicholas C.",,,,WATER RESOURCES RESEARCH,JUN 2015,2015,51,6,,,,4409,4430,,10.1002/2015WR017049,,,41,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,20,5
Topic,social earth system model,19-Apr-18,A Detailed Assessment of Global Rare Earth Element Resources: Opportunities and Challenges,"Weng, Zhehan; Jowitt, Simon M.; Mudd, Gavin M.; Haque, Nawshad",,,,ECONOMIC GEOLOGY,DEC 2015,2015,110,8,,,,1925,1952,,10.2113/econgeo.110.8.1925,,,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,20,6
Topic,social earth system model,19-Apr-18,"Climate change, nutrient pollution and the bargain of Dr Faustus","Moss, Brian",,,,FRESHWATER BIOLOGY,JAN 2010,2010,55,,,1,,175,187,,10.1111/j.1365-2427.2009.02381.x,,,40,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,6,7,5,1,1
Topic,social earth system model,19-Apr-18,Human interactions with the Earth system: people and pixels revisited,"Liverman, Diana M.; Cuesta, Rosa Maria Roman",,,,EARTH SURFACE PROCESSES AND LANDFORMS,AUG 2008,2008,33,9,,,,1458,1471,,10.1002/esp.1715,,,38,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,3,7,4,2,6,2,0
Topic,social earth system model,19-Apr-18,Sustainable development and its implications for chemical engineering,"Clift, Roland",,,,CHEMICAL ENGINEERING SCIENCE,JUL 2006,2006,61,13,,,,4179,4187,,10.1016/j.ces.2005.10.017,Symposium on Shaping the Future of Chemical Engineering held in Honour of John Bridgwater,"SEP 30-OCT 01, 2004",37,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,3,4,8,9,3,0
Topic,social earth system model,19-Apr-18,Methods and approaches to modelling the Anthropocene,"Verburg, Peter H.; Dearing, John A.; Dyke, James G.; van der Leeuw, Sander; Seitzinger, Sybil; Steffen, Will; Syvitski, James",,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,JUL 2016,2016,39,,,,,328,340,,10.1016/j.gloenvcha.2015.08.007,,,35,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,9
Topic,social earth system model,19-Apr-18,"Fourier's heat conduction equation: History, influence, and connections","Narasimhan, TN",,,,REVIEWS OF GEOPHYSICS,FEB 1999,1999,37,1,,,,151,172,,10.1029/1998RG900006,,,35,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,0,2,2,4,1,2,1,2,4,6,1
Topic,social earth system model,19-Apr-18,Climate change threats to population health and well-being: the imperative of protective solutions that will last,"Kjellstrom, Tord; McMichael, Anthony J.",,,,GLOBAL HEALTH ACTION,2013,2013,6,,,,,1,9,20816,10.3402/gha.v6i0.20816,,,33,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,12,3
Topic,social earth system model,19-Apr-18,Ocean acidification risk assessment for Alaska's fishery sector,"Mathis, J. T.; Cooley, S. R.; Lucey, N.; Colt, S.; Ekstrom, J.; Hurst, T.; Hauri, C.; Evans, W.; Cross, J. N.; Feely, R. A.",,,,PROGRESS IN OCEANOGRAPHY,AUG 2015,2015,136,,,,SI,71,91,,10.1016/j.pocean.2014.07.001,,,31,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,1
